Date	Flow(cfs)
2018/01/01	0.0551
2018/01/02	0.0527
2018/01/03	0.0149
2018/01/04	1.3301
2018/01/05	4.4498
2018/01/06	5.9172
2018/01/07	1.0503
2018/01/08	7.0894
2018/01/09	123.4285
2018/01/10	25.5108
2018/01/11	17.3398
2018/01/12	13.6482
2018/01/13	11.2772
2018/01/14	9.4928
2018/01/15	8.0647
2018/01/16	6.8705
2018/01/17	5.8716
2018/01/18	5.0079
2018/01/19	5.7169
2018/01/20	4.9222
2018/01/21	3.2198
2018/01/22	7.33
2018/01/23	5.5065
2018/01/24	2.4773
2018/01/25	7.0107
2018/01/26	8.2981
2018/01/27	3.0233
2018/01/28	2.0547
2018/01/29	1.705
2018/01/30	1.4549
2018/01/31	1.2761
2018/02/01	1.1061
2018/02/02	0.968
2018/02/03	0.852
2018/02/04	0.7484
2018/02/05	0.659
2018/02/06	0.5794
2018/02/07	0.4974
2018/02/08	0.4625
2018/02/09	0.4164
2018/02/10	0.3726
2018/02/11	0.3339
2018/02/12	0.3006
2018/02/13	0.2732
2018/02/14	0.2605
2018/02/15	0.2411
2018/02/16	0.2251
2018/02/17	0.2111
2018/02/18	0.1899
2018/02/19	0.0793
2018/02/20	0.3524
2018/02/21	0.5309
2018/02/22	0.177
2018/02/23	0.1277
2018/02/24	0.1501
2018/02/25	0.1467
2018/02/26	1.5723
2018/02/27	4.5511
2018/02/28	0.4854
2018/03/01	13.3209
2018/03/02	27.1463
2018/03/03	29.4881
2018/03/04	12.9886
2018/03/05	6.896
2018/03/06	5.4063
2018/03/07	4.519
2018/03/08	7.2082
2018/03/09	4.4665
2018/03/10	3.0302
2018/03/11	2.5349
2018/03/12	2.1858
2018/03/13	4.9392
2018/03/14	12.4044
2018/03/15	6.1975
2018/03/16	23.1266
2018/03/17	8.056
2018/03/18	5.8286
2018/03/19	3.7278
2018/03/20	3.0402
2018/03/21	28.0796
2018/03/22	52.953
2018/03/23	16.7051
2018/03/24	29.2027
2018/03/25	13.0296
2018/03/26	9.7714
2018/03/27	8.1137
2018/03/28	6.9392
2018/03/29	5.968
2018/03/30	5.1509
2018/03/31	4.4638
2018/04/01	3.8766
2018/04/02	3.3713
2018/04/03	2.9426
2018/04/04	2.5839
2018/04/05	2.2376
2018/04/06	6.6693
2018/04/07	173.6634
